Arrond,Arrond_Nom,Date_Plantation,Longitude,Latitude
1,Ahuntsic - Cartierville,2004-06-10,-73.715515,45.535151
1,Ahuntsic - Cartierville,2004-06-18,-73.715595,45.535219
1,Ahuntsic - Cartierville,2004-06-10,-73.715659,45.535105
1,Ahuntsic - Cartierville,2004-06-18,-73.715298,45.535617
1,Ahuntsic - Cartierville,2004-06-18,-73.715596,45.535598
1,Ahuntsic - Cartierville,2004-06-18,-73.71571,45.535821
1,Ahuntsic - Cartierville,2004-06-18,-73.715364,45.535824
1,Ahuntsic - Cartierville,2004-06-18,-73.715562,45.536186
1,Ahuntsic - Cartierville,2004-06-18,-73.715551,45.536349
1,Ahuntsic - Cartierville,2004-06-18,-73.715525,45.536285
1,Ahuntsic - Cartierville,2004-06-18,-73.71561,45.536303
1,Ahuntsic - Cartierville,2004-07-06,-73.654402,45.57114
1,Ahuntsic - Cartierville,2004-07-06,-73.695318,45.547073
1,Ahuntsic - Cartierville,2004-07-06,-73.695548,45.547125
1,Ahuntsic - Cartierville,2004-07-12,-73.652695,45.570248
1,Ahuntsic - Cartierville,2004-07-12,-73.652806,45.570297
1,Ahuntsic - Cartierville,2004-07-12,-73.716914,45.536621
1,Ahuntsic - Cartierville,2004-07-12,-73.653137,45.57044
1,Ahuntsic - Cartierville,2004-07-07,-73.653043,45.569986
1,Ahuntsic - Cartierville,2004-07-07,-73.653242,45.570072
1,Ahuntsic - Cartierville,2004-07-07,-73.653311,45.570103
1,Ahuntsic - Cartierville,2004-07-07,-73.653376,45.570131
1,Ahuntsic - Cartierville,2004-07-07,-73.65344,45.57016
1,Ahuntsic - Cartierville,2004-07-07,-73.653502,45.57019
1,Ahuntsic - Cartierville,2004-07-07,-73.653565,45.570217
1,Ahuntsic - Cartierville,2004-07-08,-73.653203,45.569966
1,Ahuntsic - Cartierville,2004-07-08,-73.653291,45.570058
1,Ahuntsic - Cartierville,2004-07-08,-73.653338,45.570072
1,Ahuntsic - Cartierville,2004-07-08,-73.653378,45.570095
1,Ahuntsic - Cartierville,2004-07-08,-73.653425,45.570108
1,Ahuntsic - Cartierville,2004-07-08,-73.653473,45.570135
1,Ahuntsic - Cartierville,2004-07-08,-73.653522,45.570119
1,Ahuntsic - Cartierville,2004-07-13,-73.653387,45.569997
1,Ahuntsic - Cartierville,2004-07-08,-73.653528,45.570154
1,Ahuntsic - Cartierville,2004-07-19,-73.653569,45.570179
1,Ahuntsic - Cartierville,2004-09-02,-73.630284,45.553199
1,Ahuntsic - Cartierville,2004-08-23,-73.687882,45.537813
1,Ahuntsic - Cartierville,2006-09-18,-73.68783,45.53773
1,Ahuntsic - Cartierville,2004-08-23,-73.687834,45.53765
1,Ahuntsic - Cartierville,2004-08-23,-73.687714,45.53761
1,Ahuntsic - Cartierville,2004-08-30,-73.704563,45.534982
1,Ahuntsic - Cartierville,2004-08-30,-73.704404,45.534946
1,Ahuntsic - Cartierville,2004-08-30,-73.704269,45.534865
1,Ahuntsic - Cartierville,2004-08-30,-73.704342,45.534807
1,Ahuntsic - Cartierville,2004-08-30,-73.704383,45.534734
1,Ahuntsic - Cartierville,2004-09-07,-73.704979,45.534333
1,Ahuntsic - Cartierville,2004-08-31,-73.705277,45.534433
1,Ahuntsic - Cartierville,2004-09-01,-73.705082,45.534188
1,Ahuntsic - Cartierville,2004-10-28,-73.704912,45.534202
1,Ahuntsic - Cartierville,2004-09-16,-73.668241,45.561523
1,Ahuntsic - Cartierville,2004-09-16,-73.668366,45.561563
1,Ahuntsic - Cartierville,2004-09-16,-73.66846,45.561723
1,Ahuntsic - Cartierville,2004-09-16,-73.668405,45.561815
1,Ahuntsic - Cartierville,2004-09-20,-73.631479,45.553355
1,Ahuntsic - Cartierville,2004-09-20,-73.631463,45.553315
1,Ahuntsic - Cartierville,2004-09-22,-73.630866,45.558149
1,Ahuntsic - Cartierville,2004-09-22,-73.630934,45.558188
1,Ahuntsic - Cartierville,2004-09-22,-73.631087,45.558248
1,Ahuntsic - Cartierville,2004-09-27,-73.649304,45.54757
1,Ahuntsic - Cartierville,2004-09-27,-73.649304,45.54757
1,Ahuntsic - Cartierville,2004-09-27,-73.652973,45.548757
1,Ahuntsic - Cartierville,2004-09-27,-73.6531,45.5486
1,Ahuntsic - Cartierville,2004-09-27,-73.653309,45.54869
1,Ahuntsic - Cartierville,2004-09-27,-73.653259,45.548802
1,Ahuntsic - Cartierville,2004-09-28,-73.653061,45.548933
1,Ahuntsic - Cartierville,2004-09-28,-73.653204,45.549
1,Ahuntsic - Cartierville,2004-09-28,-73.653154,45.549234
1,Ahuntsic - Cartierville,2004-09-29,-73.66406,45.555829
1,Ahuntsic - Cartierville,2004-09-29,-73.664634,45.55625
1,Ahuntsic - Cartierville,2004-09-29,-73.664952,45.556747
1,Ahuntsic - Cartierville,2004-09-29,-73.665205,45.556579
1,Ahuntsic - Cartierville,2004-09-29,-73.665124,45.55663
1,Ahuntsic - Cartierville,2004-09-30,-73.665422,45.556797
1,Ahuntsic - Cartierville,2004-09-30,-73.665503,45.556756
1,Ahuntsic - Cartierville,2004-09-29,-73.665348,45.557061
1,Ahuntsic - Cartierville,2004-09-30,-73.665592,45.557424
1,Ahuntsic - Cartierville,2004-09-30,-73.66551,45.557537
1,Ahuntsic - Cartierville,2004-10-06,-73.642789,45.570466
1,Ahuntsic - Cartierville,2004-10-06,-73.642876,45.570502
1,Ahuntsic - Cartierville,2004-10-06,-73.642964,45.570542
1,Ahuntsic - Cartierville,2004-10-06,-73.64283,45.570562
1,Ahuntsic - Cartierville,2004-10-06,-73.642917,45.570599
1,Ahuntsic - Cartierville,2004-10-06,-73.643005,45.570638
1,Ahuntsic - Cartierville,2004-10-06,-73.64259,45.570812
1,Ahuntsic - Cartierville,2004-10-26,-73.642816,45.570781
1,Ahuntsic - Cartierville,2015-11-23,-73.642876,45.570771
1,Ahuntsic - Cartierville,2004-10-14,-73.718819,45.536945
1,Ahuntsic - Cartierville,2004-10-14,-73.718621,45.536997
1,Ahuntsic - Cartierville,2004-10-14,-73.718416,45.537034
1,Ahuntsic - Cartierville,2004-10-14,-73.718188,45.536973
1,Ahuntsic - Cartierville,2004-10-14,-73.719127,45.536864
1,Ahuntsic - Cartierville,2004-10-14,-73.718971,45.536842
1,Ahuntsic - Cartierville,2004-10-14,-73.718661,45.536751
1,Ahuntsic - Cartierville,2004-10-14,-73.716457,45.535964
1,Ahuntsic - Cartierville,2004-10-21,-73.677425,45.550193
1,Ahuntsic - Cartierville,2004-10-21,-73.677204,45.550148
1,Ahuntsic - Cartierville,2004-10-21,-73.677057,45.550064
1,Ahuntsic - Cartierville,2004-10-25,-73.676774,45.54998
1,Ahuntsic - Cartierville,2004-10-25,-73.676651,45.549939
1,Ahuntsic - Cartierville,2004-10-25,-73.676913,45.550296
1,Ahuntsic - Cartierville,2004-10-25,-73.677205,45.550369
1,Ahuntsic - Cartierville,2004-10-21,-73.677324,45.550366
1,Ahuntsic - Cartierville,2005-06-06,-73.663139,45.553637
1,Ahuntsic - Cartierville,2005-06-06,-73.663327,45.553695
1,Ahuntsic - Cartierville,2005-06-06,-73.663363,45.553634
1,Ahuntsic - Cartierville,2005-06-06,-73.663423,45.553536
1,Ahuntsic - Cartierville,2005-06-06,-73.663462,45.553472
1,Ahuntsic - Cartierville,2005-05-31,-73.687046,45.537763
1,Ahuntsic - Cartierville,2005-09-05,-73.685849,45.53675
1,Ahuntsic - Cartierville,2005-06-13,-73.670866,45.546069
1,Ahuntsic - Cartierville,2005-07-11,-73.702225,45.545531
1,Ahuntsic - Cartierville,2005-06-22,-73.714804,45.524948
1,Ahuntsic - Cartierville,2005-06-22,-73.714704,45.524998
1,Ahuntsic - Cartierville,2005-07-11,-73.697224,45.547761
1,Ahuntsic - Cartierville,2005-08-30,-73.644508,45.556841
1,Ahuntsic - Cartierville,2005-09-05,-73.684878,45.53783
1,Ahuntsic - Cartierville,2005-09-05,-73.685012,45.537698
1,Ahuntsic - Cartierville,2005-09-05,-73.685074,45.53763
1,Ahuntsic - Cartierville,2005-09-05,-73.685138,45.53756
1,Ahuntsic - Cartierville,2005-09-05,-73.685201,45.537493
1,Ahuntsic - Cartierville,2005-09-05,-73.685262,45.537425
1,Ahuntsic - Cartierville,2005-09-08,-73.642531,45.55872
1,Ahuntsic - Cartierville,2005-09-19,-73.671776,45.547116
1,Ahuntsic - Cartierville,2005-09-19,-73.671946,45.547141
1,Ahuntsic - Cartierville,2005-09-19,-73.671945,45.547231
1,Ahuntsic - Cartierville,2005-09-19,-73.672037,45.547087
1,Ahuntsic - Cartierville,2005-09-19,-73.672067,45.547136
1,Ahuntsic - Cartierville,2017-10-04,-73.672107,45.54721
1,Ahuntsic - Cartierville,2005-09-19,-73.672344,45.547189
1,Ahuntsic - Cartierville,2005-09-19,-73.672425,45.547133
1,Ahuntsic - Cartierville,2005-10-13,-73.738754,45.520599
1,Ahuntsic - Cartierville,2005-10-13,-73.7388,45.520722
1,Ahuntsic - Cartierville,2005-10-13,-73.738705,45.520792
1,Ahuntsic - Cartierville,2005-10-13,-73.738571,45.520746
1,Ahuntsic - Cartierville,2005-10-13,-73.73853,45.520697
1,Ahuntsic - Cartierville,2005-10-13,-73.738606,45.52065
1,Ahuntsic - Cartierville,2005-10-05,-73.645767,45.560855
1,Ahuntsic - Cartierville,2005-10-05,-73.645955,45.560921
1,Ahuntsic - Cartierville,2005-10-05,-73.646043,45.560955
1,Ahuntsic - Cartierville,2005-10-05,-73.64612,45.561003
1,Ahuntsic - Cartierville,2005-10-05,-73.646108,45.561071
1,Ahuntsic - Cartierville,2005-10-06,-73.645931,45.561
1,Ahuntsic - Cartierville,2005-10-05,-73.646003,45.56112
1,Ahuntsic - Cartierville,2005-10-06,-73.645904,45.561083
1,Ahuntsic - Cartierville,2005-10-06,-73.645855,45.561104
1,Ahuntsic - Cartierville,2005-10-06,-73.645911,45.561125
1,Ahuntsic - Cartierville,2005-10-04,-73.645781,45.560919
1,Ahuntsic - Cartierville,2005-10-04,-73.645724,45.56096
1,Ahuntsic - Cartierville,2005-10-04,-73.645656,45.560847
1,Ahuntsic - Cartierville,2005-10-03,-73.63997,45.548947
1,Ahuntsic - Cartierville,2005-10-03,-73.639794,45.548972
1,Ahuntsic - Cartierville,2005-10-03,-73.639679,45.549004
1,Ahuntsic - Cartierville,2005-10-03,-73.63979,45.548828
1,Ahuntsic - Cartierville,2005-10-03,-73.639587,45.549153
1,Ahuntsic - Cartierville,2005-10-03,-73.639435,45.549274
1,Ahuntsic - Cartierville,2005-10-03,-73.639356,45.549369
1,Ahuntsic - Cartierville,2005-10-04,-73.645672,45.561063
1,Ahuntsic - Cartierville,2005-10-12,-73.730386,45.527292
1,Ahuntsic - Cartierville,2005-10-12,-73.730536,45.527252
1,Ahuntsic - Cartierville,2005-10-12,-73.730481,45.527157
1,Ahuntsic - Cartierville,2006-06-30,-73.652454,45.561229
1,Ahuntsic - Cartierville,2006-10-30,-73.652423,45.561185
1,Ahuntsic - Cartierville,2006-10-30,-73.65235,45.56115
1,Ahuntsic - Cartierville,2008-07-23,-73.706071,45.528936
1,Ahuntsic - Cartierville,2006-06-14,-73.630884,45.551981
1,Ahuntsic - Cartierville,2006-06-14,-73.630988,45.552008
1,Ahuntsic - Cartierville,2006-06-14,-73.631043,45.552077
1,Ahuntsic - Cartierville,2006-06-14,-73.631135,45.552215
1,Ahuntsic - Cartierville,2006-07-26,-73.631191,45.552223
1,Ahuntsic - Cartierville,2006-06-14,-73.631262,45.552299
1,Ahuntsic - Cartierville,2009-09-21,-73.631289,45.552361
1,Ahuntsic - Cartierville,2006-06-14,-73.631383,45.552415
1,Ahuntsic - Cartierville,2006-06-14,-73.631447,45.552481
1,Ahuntsic - Cartierville,2006-06-14,-73.631534,45.552597
1,Ahuntsic - Cartierville,2006-06-14,-73.631434,45.552544
1,Ahuntsic - Cartierville,2006-06-14,-73.631338,45.552492
1,Ahuntsic - Cartierville,2006-06-14,-73.631257,45.552437
1,Ahuntsic - Cartierville,2006-06-14,-73.631179,45.552363
1,Ahuntsic - Cartierville,2006-06-14,-73.631146,45.552275
1,Ahuntsic - Cartierville,2006-06-14,-73.631061,45.552208
1,Ahuntsic - Cartierville,2006-06-14,-73.631003,45.552137
1,Ahuntsic - Cartierville,2006-06-14,-73.630916,45.552069
1,Ahuntsic - Cartierville,2006-07-26,-73.631367,45.552581
1,Ahuntsic - Cartierville,2006-07-26,-73.63129,45.552532
1,Ahuntsic - Cartierville,2006-07-24,-73.630394,45.551435
1,Ahuntsic - Cartierville,2006-07-24,-73.630438,45.551512
1,Ahuntsic - Cartierville,2006-07-26,-73.630589,45.551667
1,Ahuntsic - Cartierville,2006-07-26,-73.630714,45.55163
1,Ahuntsic - Cartierville,2006-07-26,-73.630532,45.551406
1,Ahuntsic - Cartierville,2006-07-19,-73.630267,45.550954
1,Ahuntsic - Cartierville,2009-09-21,-73.630156,45.550941
1,Ahuntsic - Cartierville,2009-09-21,-73.630149,45.55086
1,Ahuntsic - Cartierville,2006-07-13,-73.630138,45.55076
1,Ahuntsic - Cartierville,2006-07-13,-73.630061,45.550752
1,Ahuntsic - Cartierville,2006-07-13,-73.630077,45.550792
1,Ahuntsic - Cartierville,2007-05-31,-73.665035,45.563187
1,Ahuntsic - Cartierville,2006-09-05,-73.632315,45.553301
1,Ahuntsic - Cartierville,2006-09-05,-73.632382,45.553234
1,Ahuntsic - Cartierville,2006-09-06,-73.725661,45.532345
1,Ahuntsic - Cartierville,2006-09-05,-73.725874,45.532499
1,Ahuntsic - Cartierville,2006-09-05,-73.725904,45.532555
1,Ahuntsic - Cartierville,2018-09-13,-73.725863,45.532891
1,Ahuntsic - Cartierville,2018-09-13,-73.725632,45.532752
1,Ahuntsic - Cartierville,2006-09-07,-73.725509,45.532696
1,Ahuntsic - Cartierville,2018-09-13,-73.725408,45.532729
1,Ahuntsic - Cartierville,2006-09-07,-73.725306,45.532733
1,Ahuntsic - Cartierville,2006-09-05,-73.72549,45.532765
1,Ahuntsic - Cartierville,2006-09-06,-73.725416,45.5328
1,Ahuntsic - Cartierville,2006-09-06,-73.725481,45.532823
1,Ahuntsic - Cartierville,2006-09-06,-73.72536,45.532865
1,Ahuntsic - Cartierville,2006-09-06,-73.725314,45.532957
1,Ahuntsic - Cartierville,2006-09-06,-73.725601,45.533101
1,Ahuntsic - Cartierville,2006-09-06,-73.725513,45.533054
1,Ahuntsic - Cartierville,2006-09-07,-73.725248,45.532837
1,Ahuntsic - Cartierville,2006-09-07,-73.725241,45.532917
1,Ahuntsic - Cartierville,2006-09-07,-73.725232,45.532993
1,Ahuntsic - Cartierville,2006-09-07,-73.725221,45.533066
1,Ahuntsic - Cartierville,2006-09-07,-73.725214,45.533147
1,Ahuntsic - Cartierville,2006-09-07,-73.725205,45.533229
1,Ahuntsic - Cartierville,2006-09-06,-73.725033,45.533253
1,Ahuntsic - Cartierville,2006-09-11,-73.725046,45.533378
1,Ahuntsic - Cartierville,2006-09-11,-73.724965,45.533433
1,Ahuntsic - Cartierville,2006-09-11,-73.724891,45.533498
1,Ahuntsic - Cartierville,2006-09-06,-73.724988,45.533502
1,Ahuntsic - Cartierville,2018-09-13,-73.725114,45.533507
1,Ahuntsic - Cartierville,2018-09-13,-73.725205,45.533543
1,Ahuntsic - Cartierville,2006-09-11,-73.725014,45.533685
1,Ahuntsic - Cartierville,2018-09-13,-73.725113,45.533727
1,Ahuntsic - Cartierville,2018-09-13,-73.724963,45.533757
1,Ahuntsic - Cartierville,2006-09-11,-73.724936,45.53384
1,Ahuntsic - Cartierville,2006-09-11,-73.724863,45.533782
1,Ahuntsic - Cartierville,2006-09-11,-73.724868,45.533708
1,Ahuntsic - Cartierville,2006-09-11,-73.724905,45.53363
1,Ahuntsic - Cartierville,2006-09-11,-73.724865,45.53356
1,Ahuntsic - Cartierville,2006-09-27,-73.646103,45.577018
1,Ahuntsic - Cartierville,2006-09-27,-73.645863,45.577311
1,Ahuntsic - Cartierville,2006-10-02,-73.645486,45.577764
1,Ahuntsic - Cartierville,2006-10-02,-73.645425,45.577755
1,Ahuntsic - Cartierville,2006-10-02,-73.645435,45.577801
1,Ahuntsic - Cartierville,2006-10-03,-73.645322,45.577895
1,Ahuntsic - Cartierville,2006-10-03,-73.645268,45.577889
1,Ahuntsic - Cartierville,2006-10-03,-73.645293,45.578006
1,Ahuntsic - Cartierville,2006-10-03,-73.645049,45.577916
1,Ahuntsic - Cartierville,2006-09-27,-73.644935,45.577856
1,Ahuntsic - Cartierville,2006-09-27,-73.644763,45.577913
1,Ahuntsic - Cartierville,2006-10-02,-73.644946,45.577946
1,Ahuntsic - Cartierville,2006-10-26,-73.651086,45.563656
1,Ahuntsic - Cartierville,2007-05-22,-73.640399,45.575643
1,Ahuntsic - Cartierville,2007-05-22,-73.640245,45.575579
1,Ahuntsic - Cartierville,2007-05-22,-73.640393,45.575711
1,Ahuntsic - Cartierville,2007-05-22,-73.640314,45.575683
1,Ahuntsic - Cartierville,2007-05-22,-73.640236,45.575652
1,Ahuntsic - Cartierville,2007-05-22,-73.640362,45.575774
1,Ahuntsic - Cartierville,2007-05-22,-73.640282,45.575741
1,Ahuntsic - Cartierville,2007-05-22,-73.640198,45.575706
1,Ahuntsic - Cartierville,2006-06-30,-73.652266,45.56117
1,Ahuntsic - Cartierville,2006-06-30,-73.652183,45.561153
1,Ahuntsic - Cartierville,2018-06-26,-73.652177,45.561088
1,Ahuntsic - Cartierville,2006-06-30,-73.652066,45.56112
1,Ahuntsic - Cartierville,2018-06-26,-73.652072,45.561073
1,Ahuntsic - Cartierville,2006-10-31,-73.651998,45.561106
1,Ahuntsic - Cartierville,2006-10-31,-73.65192,45.561109
1,Ahuntsic - Cartierville,2006-10-31,-73.651847,45.561067
1,Ahuntsic - Cartierville,2006-10-30,-73.651441,45.560959
1,Ahuntsic - Cartierville,2002-10-18,-73.664675,45.540017
1,Ahuntsic - Cartierville,2007-06-28,-73.663729,45.5645
1,Ahuntsic - Cartierville,2009-10-20,-73.663664,45.564909
1,Ahuntsic - Cartierville,2007-07-03,-73.65719,45.56519
1,Ahuntsic - Cartierville,2007-07-03,-73.656738,45.565041
1,Ahuntsic - Cartierville,2007-06-28,-73.663106,45.564804
1,Ahuntsic - Cartierville,2007-06-28,-73.663161,45.564788
1,Ahuntsic - Cartierville,2007-06-28,-73.663201,45.564772
1,Ahuntsic - Cartierville,2007-06-28,-73.663428,45.564893
1,Ahuntsic - Cartierville,2007-06-28,-73.663612,45.564804
1,Ahuntsic - Cartierville,2007-06-28,-73.663349,45.564687
1,Ahuntsic - Cartierville,2007-05-31,-73.664941,45.563249
1,Ahuntsic - Cartierville,2007-05-31,-73.665171,45.563279
1,Ahuntsic - Cartierville,2007-05-31,-73.664991,45.563436
1,Ahuntsic - Cartierville,2007-05-31,-73.664858,45.563314
1,Ahuntsic - Cartierville,2007-06-04,-73.717439,45.528633
1,Ahuntsic - Cartierville,2007-06-04,-73.717467,45.528671
1,Ahuntsic - Cartierville,2007-06-04,-73.717529,45.528686
1,Ahuntsic - Cartierville,2007-06-04,-73.717526,45.528744
1,Ahuntsic - Cartierville,2007-06-04,-73.717608,45.528748
1,Ahuntsic - Cartierville,2007-06-21,-73.692125,45.531742
1,Ahuntsic - Cartierville,2007-05-31,-73.664783,45.563272
1,Ahuntsic - Cartierville,2007-06-28,-73.663341,45.564954
1,Ahuntsic - Cartierville,2007-06-18,-73.647424,45.539922
1,Ahuntsic - Cartierville,2007-06-18,-73.647466,45.539855
1,Ahuntsic - Cartierville,2007-06-18,-73.647483,45.539824
1,Ahuntsic - Cartierville,2007-06-18,-73.647501,45.539794
1,Ahuntsic - Cartierville,2007-07-03,-73.657025,45.565223
1,Ahuntsic - Cartierville,2007-07-09,-73.651472,45.560885
1,Ahuntsic - Cartierville,2007-07-09,-73.651592,45.560691
1,Ahuntsic - Cartierville,2007-07-09,-73.651737,45.560957
1,Ahuntsic - Cartierville,2007-07-09,-73.651849,45.560764
1,Ahuntsic - Cartierville,2007-09-17,-73.648335,45.539963
1,Ahuntsic - Cartierville,2007-09-17,-73.648374,45.539945
1,Ahuntsic - Cartierville,2007-09-17,-73.648136,45.540049
1,Ahuntsic - Cartierville,2007-09-18,-73.647903,45.540101
1,Ahuntsic - Cartierville,2007-09-18,-73.647759,45.540054
1,Ahuntsic - Cartierville,2007-09-17,-73.647466,45.54009
1,Ahuntsic - Cartierville,2007-09-17,-73.647582,45.540045
1,Ahuntsic - Cartierville,2007-10-01,-73.649303,45.540907
1,Ahuntsic - Cartierville,2007-10-01,-73.649338,45.540842
1,Ahuntsic - Cartierville,2007-10-18,-73.636257,45.55038
1,Ahuntsic - Cartierville,2007-10-18,-73.636332,45.55038
1,Ahuntsic - Cartierville,2007-10-18,-73.636412,45.55038
1,Ahuntsic - Cartierville,2007-10-18,-73.636258,45.550425
1,Ahuntsic - Cartierville,2007-10-18,-73.636483,45.550425
1,Ahuntsic - Cartierville,2007-11-06,-73.635676,45.551177
1,Ahuntsic - Cartierville,2007-10-18,-73.635463,45.551169
1,Ahuntsic - Cartierville,2007-10-18,-73.635547,45.551191
1,Ahuntsic - Cartierville,2019-11-08,-73.635601,45.551215
1,Ahuntsic - Cartierville,2007-10-18,-73.63549,45.551223
1,Ahuntsic - Cartierville,2007-10-18,-73.635557,45.55124
1,Ahuntsic - Cartierville,2007-10-18,-73.635506,45.551277
1,Ahuntsic - Cartierville,2007-10-31,-73.715404,45.536328
1,Ahuntsic - Cartierville,2007-11-07,-73.715271,45.535842
1,Ahuntsic - Cartierville,2007-10-31,-73.715273,45.535705
1,Ahuntsic - Cartierville,2007-10-31,-73.715211,45.535661
1,Ahuntsic - Cartierville,2007-10-31,-73.71522,45.53562
1,Ahuntsic - Cartierville,2007-10-31,-73.715302,45.535564
1,Ahuntsic - Cartierville,2007-11-01,-73.715693,45.535028
1,Ahuntsic - Cartierville,2007-11-01,-73.715627,45.535038
1,Ahuntsic - Cartierville,2007-11-01,-73.715572,45.53505
1,Ahuntsic - Cartierville,2007-11-01,-73.715874,45.535212
1,Ahuntsic - Cartierville,2007-10-04,-73.680519,45.535455
1,Ahuntsic - Cartierville,2007-10-15,-73.680806,45.535003
1,Ahuntsic - Cartierville,2007-10-04,-73.680921,45.535065
1,Ahuntsic - Cartierville,2007-10-04,-73.681129,45.535018
1,Ahuntsic - Cartierville,2007-10-04,-73.681536,45.535269
1,Ahuntsic - Cartierville,2007-10-29,-73.639928,45.556382
1,Ahuntsic - Cartierville,2002-05-31,-73.73573,45.520024
1,Ahuntsic - Cartierville,2002-05-31,-73.735716,45.519993
1,Ahuntsic - Cartierville,2002-05-31,-73.735749,45.519984
1,Ahuntsic - Cartierville,2002-05-31,-73.735781,45.519966
1,Ahuntsic - Cartierville,2002-05-31,-73.735745,45.519957
1,Ahuntsic - Cartierville,2002-05-31,-73.735784,45.519948
1,Ahuntsic - Cartierville,2002-05-31,-73.735847,45.519988
1,Ahuntsic - Cartierville,2002-05-31,-73.735863,45.51997
1,Ahuntsic - Cartierville,2002-05-31,-73.735849,45.519934
1,Ahuntsic - Cartierville,2002-05-31,-73.73591,45.519932
1,Ahuntsic - Cartierville,2002-05-31,-73.73586,45.519907
1,Ahuntsic - Cartierville,2002-05-31,-73.735957,45.519893
1,Ahuntsic - Cartierville,2002-05-31,-73.735984,45.519871
1,Ahuntsic - Cartierville,2002-05-31,-73.736054,45.519817
1,Ahuntsic - Cartierville,2002-05-31,-73.7361,45.51979
1,Ahuntsic - Cartierville,2002-05-31,-73.736061,45.51979
1,Ahuntsic - Cartierville,2002-05-31,-73.736053,45.519727
1,Ahuntsic - Cartierville,2008-07-08,-73.627986,45.555883
1,Ahuntsic - Cartierville,2007-11-14,-73.657368,45.549459
1,Ahuntsic - Cartierville,2007-11-14,-73.656897,45.549435
1,Ahuntsic - Cartierville,2008-07-08,-73.627924,45.555825
1,Ahuntsic - Cartierville,2008-07-08,-73.627942,45.555766
1,Ahuntsic - Cartierville,2008-07-08,-73.628079,45.555766
1,Ahuntsic - Cartierville,2008-07-08,-73.627783,45.555767
1,Ahuntsic - Cartierville,2008-07-08,-73.628002,45.555645
1,Ahuntsic - Cartierville,2009-09-28,-73.627945,45.5556
1,Ahuntsic - Cartierville,2008-07-08,-73.627832,45.555677
1,Ahuntsic - Cartierville,2008-07-08,-73.628153,45.555586
1,Ahuntsic - Cartierville,2008-07-08,-73.628114,45.555541
1,Ahuntsic - Cartierville,2008-07-08,-73.62807,45.555442
1,Ahuntsic - Cartierville,2008-07-22,-73.75142,45.510553
1,Ahuntsic - Cartierville,2008-07-22,-73.751377,45.510546
1,Ahuntsic - Cartierville,2008-09-03,-73.665234,45.555243
1,Ahuntsic - Cartierville,2011-10-06,-73.665133,45.555246
1,Ahuntsic - Cartierville,2011-10-06,-73.665059,45.555187
1,Ahuntsic - Cartierville,2008-11-24,-73.65159,45.560516
1,Ahuntsic - Cartierville,2009-11-03,-73.651627,45.560453
1,Ahuntsic - Cartierville,2009-11-03,-73.651531,45.560476
1,Ahuntsic - Cartierville,2009-09-14,-73.651362,45.560398
1,Ahuntsic - Cartierville,2009-09-14,-73.650907,45.560382
1,Ahuntsic - Cartierville,2009-09-14,-73.650925,45.560287
1,Ahuntsic - Cartierville,2008-11-17,-73.664036,45.564057
1,Ahuntsic - Cartierville,2012-11-05,-73.663826,45.563986
1,Ahuntsic - Cartierville,2012-11-05,-73.663838,45.563918
1,Ahuntsic - Cartierville,2009-07-22,-73.641581,45.576017
1,Ahuntsic - Cartierville,2009-10-27,-73.641651,45.576253
1,Ahuntsic - Cartierville,2018-10-05,-73.642752,45.571419
1,Ahuntsic - Cartierville,2015-11-24,-73.642828,45.571334
1,Ahuntsic - Cartierville,2018-10-05,-73.642925,45.571158
1,Ahuntsic - Cartierville,2009-11-03,-73.643017,45.571199
1,Ahuntsic - Cartierville,2012-09-17,-73.706057,45.528869
1,Ahuntsic - Cartierville,2008-07-23,-73.706412,45.528625
1,Ahuntsic - Cartierville,2016-06-19,-73.706532,45.528629
1,Ahuntsic - Cartierville,2008-07-23,-73.706461,45.528562
1,Ahuntsic - Cartierville,2008-07-23,-73.705973,45.528954
1,Ahuntsic - Cartierville,2008-07-21,-73.706328,45.529215
1,Ahuntsic - Cartierville,2008-07-21,-73.707197,45.529762
1,Ahuntsic - Cartierville,2008-07-08,-73.62804,45.555523
1,Ahuntsic - Cartierville,2008-09-15,-73.652735,45.570088
1,Ahuntsic - Cartierville,2008-09-15,-73.653347,45.5702
1,Ahuntsic - Cartierville,2008-09-15,-73.653029,45.570101
1,Ahuntsic - Cartierville,2008-09-15,-73.653144,45.57029
1,Ahuntsic - Cartierville,2008-07-08,-73.628444,45.555662
1,Ahuntsic - Cartierville,2008-07-08,-73.628393,45.555793
1,Ahuntsic - Cartierville,2008-09-11,-73.638278,45.553
1,Ahuntsic - Cartierville,2008-09-11,-73.638342,45.553019
1,Ahuntsic - Cartierville,2008-09-11,-73.638414,45.553038
1,Ahuntsic - Cartierville,2008-09-11,-73.638228,45.553055
1,Ahuntsic - Cartierville,2008-09-11,-73.638313,45.553077
1,Ahuntsic - Cartierville,2008-09-11,-73.638399,45.553104
1,Ahuntsic - Cartierville,2008-11-17,-73.638487,45.553028
1,Ahuntsic - Cartierville,2008-11-17,-73.638557,45.553046
1,Ahuntsic - Cartierville,2008-11-17,-73.638517,45.552978
1,Ahuntsic - Cartierville,2008-11-17,-73.638585,45.552996
1,Ahuntsic - Cartierville,2009-08-25,-73.708403,45.527722
1,Ahuntsic - Cartierville,2008-07-21,-73.708325,45.527785
1,Ahuntsic - Cartierville,2008-07-21,-73.708156,45.527834
